# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.43
2                       4.39
4                       4.34
8                       4.33
16                      4.61
32                      4.97
64                      5.39
128                     5.56
256                     5.77
512                     6.20
1024                    7.19
2048                    8.83
4096                   10.93
8192                   15.72
16384                  25.55
32768                  49.87
65536                 107.67
131072                208.80
262144                423.51
524288                802.16
1048576              1625.60
