# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     160.73
2                     157.74
4                     157.89
8                     160.03
16                    160.88
32                    161.89
64                    164.80
128                   171.28
256                   180.78
512                   184.69
1024                  232.01
2048                  280.28
4096                  363.51
8192                  547.15
16384                 840.78
32768                2686.62
65536               15622.64
131072              22845.77
262144              32891.94
524288              54442.99
1048576            141896.31
