# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      80.42
2                      80.33
4                      80.52
8                      81.25
16                     84.35
32                     85.82
64                    394.01
128                   215.59
256                   180.72
512                 11387.48
1024                  436.21
2048                  460.34
4096                  593.45
8192                 1292.76
16384                1626.44
32768                2766.94
65536                5040.28
131072               9676.34
262144              18605.77
524288              36727.42
1048576             72898.85
