# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                   21642.67
2                   22240.96
4                   22464.40
8                   22580.27
16                  22756.35
32                  22615.27
64                  22894.18
128                 22815.56
256                 22819.76
512                 14924.28
1024                14889.17
2048                15138.01
4096                15563.38
8192                16088.08
16384               20394.35
32768               21413.66
65536               58966.64
131072             117342.51
262144             105301.85
524288             114701.10
1048576            206560.33
