# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      67.24
2                      67.34
4                      67.67
8                      68.36
16                     69.21
32                     69.43
64                     72.33
128                    73.49
256                   391.58
512                  1057.13
1024                 1769.49
2048                  803.11
4096                  293.58
8192                  366.98
16384                 487.23
32768                 839.52
65536                1398.84
131072               2608.96
262144               4871.44
524288               9634.04
1048576             19105.28
