# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    2621.56
2                    2557.56
4                    2584.48
8                    2659.69
16                   2662.19
32                   2672.85
64                   2700.67
128                  2702.83
256                 10211.32
512                  7052.56
1024                  176.94
2048                  186.34
4096                  197.86
8192                 1568.69
16384                1138.67
32768                1160.54
65536                1172.64
131072               1204.36
262144               4329.70
524288               6609.82
1048576             10247.73
