# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      12.67
2                      12.66
4                      12.65
8                      12.31
16                     12.29
32                     12.23
64                     12.28
128                    12.42
256                    13.52
512                    13.73
1024                   14.03
2048                   14.37
4096                   14.40
8192                   16.13
16384                  22.91
32768                  37.92
65536                  64.65
131072                118.03
262144                234.13
524288                480.55
1048576               969.69
