# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      32.17
8                      31.97
16                     31.98
32                     32.96
64                     52.43
128                    54.75
256                    56.41
512                    58.36
1024                   60.61
2048                   92.54
4096                   71.05
8192                   72.19
16384                  83.57
32768                 109.68
65536                 150.11
131072                250.39
262144                461.48
524288                862.52
1048576              1681.87
