# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      30.32
8                      31.41
16                     53.97
32                     54.42
64                     53.34
128                    56.92
256                    58.30
512                    60.80
1024                   81.89
2048                   81.14
4096                   76.77
8192                 4763.42
16384                6531.22
32768                7340.45
65536                7348.77
131072               7419.84
262144               9748.47
524288              18897.02
1048576             33850.66
