# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      54.32
2                      53.15
4                      53.08
8                      54.66
16                     55.13
32                     55.80
64                     57.67
128                    77.40
256                  2952.95
512                  4220.25
1024                 4959.17
2048                 4227.19
4096                 1893.80
8192                  470.49
16384                 495.99
32768                 554.74
65536                 865.66
131072               1444.76
262144               2546.77
524288               5022.27
1048576              9885.37
