# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                      96.51
2                      96.36
4                      96.43
8                      96.85
16                     96.80
32                     96.91
64                     97.65
128                    98.82
256                    99.61
512                   102.19
1024                  108.77
2048                  450.05
4096                  448.46
8192                  483.57
16384                 527.60
32768               30181.22
65536                1920.68
131072               2034.73
262144               3661.82
524288               3593.66
1048576              3015.11
