# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      33.80
2                      34.07
4                     701.30
8                     740.55
16                    722.41
32                    694.22
64                    699.40
128                   708.60
256                   713.81
512                    34.37
1024                   34.59
2048                   35.04
4096                   35.83
8192                   41.53
16384                  52.09
32768                  73.65
65536                 119.83
131072                211.84
262144                404.14
524288                792.82
1048576              1613.93
