# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      23.95
2                      24.04
4                      24.08
8                      25.14
16                     23.80
32                     23.87
64                     23.92
128                    24.05
256                    24.59
512                    25.34
1024                   25.06
2048                   25.54
4096                   26.33
8192                   31.80
16384                  33.50
32768                  44.09
65536                  66.48
131072                110.14
262144                388.44
524288                412.14
1048576               828.47
