# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                   11005.15
2                   11419.86
4                   11448.91
8                   10479.98
16                  10633.75
32                  10614.20
64                  18989.91
128                 12338.35
256                 10752.76
512                 10901.09
1024                  398.59
2048                  399.23
4096                  400.38
8192                  406.15
16384                 635.53
32768                5011.88
65536                5076.12
131072               5809.71
262144               8964.90
524288              16199.11
1048576             31304.13
