# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      51.42
2                      50.98
4                      49.35
8                      49.81
16                     51.87
32                     53.58
64                     53.98
128                    52.60
256                    55.20
512                    56.65
1024                  225.41
2048                  106.65
4096                  115.31
8192                  447.40
16384                 280.40
32768                 443.13
65536                 650.36
131072               1303.16
262144               1579.78
524288               2974.60
1048576              5815.35
