# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     283.71
8                     287.79
16                    287.57
32                    288.85
64                    285.30
128                   395.60
256                   396.91
512                   400.59
1024                  404.76
2048                  473.76
4096                  425.62
8192                  442.38
16384                 465.11
32768                 553.34
65536                 688.48
131072               1201.47
262144               2374.49
524288               4728.14
1048576              9415.61
