# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      38.58
2                      38.89
4                      39.83
8                      41.02
16                     43.41
32                     51.87
64                     52.53
128                   109.36
256                   124.27
512                   162.25
1024                  239.43
2048                  376.79
4096                  485.15
8192                 1110.31
16384                1518.50
32768                2322.85
65536                4040.99
131072               8511.53
262144              19428.44
524288              39740.46
1048576             84753.78
