# OSU RCCL-ROCM Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                     136.44
8                     136.35
16                    125.18
32                    125.17
64                     55.77
128                    56.83
256                    58.57
512                    61.33
1024                   64.63
2048                   70.24
4096                   76.17
8192                  140.32
16384                 153.60
32768                 155.01
65536                 157.42
131072                208.78
262144                225.32
524288                259.21
1048576               363.74
