# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                     198.73
2                     198.16
4                     198.62
8                     199.33
16                    199.00
32                    199.25
64                    199.93
128                   201.35
256                   199.65
512                   200.16
1024                  201.22
2048                  204.99
4096                  216.41
8192                 9111.32
16384                 991.52
32768                 437.02
65536                 790.17
131072                827.80
262144               1547.93
524288               3112.60
1048576              3479.64
