# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      46.85
2                      49.22
4                      52.02
8                      56.45
16                     59.62
32                     63.72
64                    314.97
128                   252.16
256                   246.55
512                   287.61
1024                  370.93
2048                  617.62
4096                  926.13
8192                 2002.21
16384                3163.21
32768                5456.69
65536               10156.32
131072              19901.27
262144              39186.03
524288              78196.43
1048576            156349.31
