# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      80.84
2                      80.72
4                      81.38
8                      82.47
16                     95.84
32                   3086.31
64                   4174.32
128                  1513.91
256                  1350.56
512                 13390.23
1024                  839.13
2048                  950.46
4096                 1119.86
8192                 2247.58
16384                2824.03
32768                3948.49
65536                6250.54
131072              10758.15
262144              19662.72
524288              37585.78
1048576             77522.68
