# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      20.58
2                      20.43
4                      27.34
8                      27.24
16                     28.48
32                     32.13
64                     32.47
128                    41.96
256                    34.33
512                    21.52
1024                   22.08
2048                   22.86
4096                   24.65
8192                   32.78
16384                  52.55
32768                  78.69
65536                 133.28
131072                245.77
262144                485.16
524288                996.73
1048576              2129.38
