# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      35.23
2                      35.32
4                     679.27
8                     695.96
16                    738.36
32                    719.65
64                    709.92
128                   711.71
256                   716.01
512                    35.57
1024                   35.85
2048                   36.25
4096                   37.30
8192                   45.47
16384                  53.84
32768                  75.81
65536                 120.63
131072                212.88
262144                412.58
524288                810.88
1048576              1641.28
