# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      63.61
2                      63.21
4                      64.88
8                      63.76
16                     64.60
32                     65.10
64                     67.90
128                    69.22
256                   251.25
512                  1137.17
1024                 2024.54
2048                  483.21
4096                  306.66
8192                  340.64
16384                 426.67
32768                 770.62
65536                1360.07
131072               2575.22
262144               4827.42
524288               9631.29
1048576             19078.82
