# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      73.98
2                      74.43
4                      74.58
8                      75.05
16                     76.07
32                     78.40
64                     80.44
128                   411.99
256                   987.82
512                  1838.84
1024                 1304.37
2048                  308.64
4096                  302.62
8192                  499.81
16384                 710.79
32768                1300.69
65536                2465.26
131072               4811.45
262144               9434.76
524288              18624.56
1048576             37045.72
