# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      12.26
2                      12.27
4                      12.26
8                      12.28
16                     12.30
32                     12.25
64                     12.28
128                    12.39
256                    13.40
512                    13.40
1024                   13.73
2048                   14.15
4096                   14.56
8192                   16.07
16384                  22.92
32768                  38.04
65536                  64.88
131072                118.77
262144                231.27
524288                474.78
1048576               959.59
