# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      28.55
2                      28.53
4                      30.06
8                      32.28
16                     35.07
32                     37.91
64                     40.69
128                    41.99
256                    43.15
512                    47.44
1024                   66.77
2048                   84.27
4096                  130.55
8192                  205.56
16384                 357.51
32768                 667.60
65536                1296.15
131072               2558.26
262144               5063.04
524288              10044.79
1048576             20475.21
