# OSU RCCL-ROCM Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                     131.75
8                     131.80
16                    120.81
32                    120.70
64                     52.12
128                    53.00
256                    54.97
512                    57.86
1024                   61.39
2048                   66.69
4096                   70.56
8192                  136.55
16384                 149.27
32768                 148.76
65536                 151.79
131072                194.29
262144                212.50
524288                244.38
1048576               337.41
