# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     145.06
8                      64.55
16                     89.54
32                     89.91
64                     87.75
128                    91.63
256                    90.42
512                    92.02
1024                   92.76
2048                   94.24
4096                  132.56
8192                 1167.69
16384                2069.77
32768                4196.38
65536                4287.54
131072               8108.19
262144              15172.94
524288              14648.70
1048576              8075.91
