# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                     619.81
2                     620.27
4                     621.81
8                     624.20
16                    620.42
32                    620.81
64                    626.24
128                   632.03
256                   641.52
512                  3626.58
1024                  734.68
2048                  874.63
4096                 3744.54
8192                 4126.98
16384                4538.85
32768               76914.05
65536               18640.71
131072              19247.46
262144              34745.93
524288              34786.82
1048576             34767.88
