# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      33.70
8                      33.36
16                     33.05
32                     33.13
64                     33.33
128                    34.40
256                    36.00
512                    36.17
1024                   36.66
2048                   46.39
4096                   39.54
8192                   44.95
16384                 933.14
32768                3992.41
65536                5168.63
131072               5545.42
262144               5764.82
524288               7724.05
1048576              7618.68
