# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      43.04
2                      42.64
4                      42.74
8                      44.22
16                     49.13
32                     49.34
64                     64.36
128                    52.55
256                    53.94
512                    38.86
1024                   40.10
2048                   43.15
4096                   48.84
8192                   67.49
16384                 103.22
32768                 158.62
65536                 284.27
131072                564.40
262144               1185.23
524288               2365.52
1048576              5016.22
