# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      38.61
8                      39.18
16                     38.97
32                     39.37
64                     38.52
128                    45.62
256                    45.50
512                    45.63
1024                   46.48
2048                   48.58
4096                   52.98
8192                 1124.70
16384                1031.57
32768                 933.64
65536                 148.82
131072               1791.68
262144               3972.94
524288               6508.46
1048576              4144.36
