# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      20.56
8                      21.22
16                     20.93
32                     21.40
64                     20.79
128                    24.09
256                    28.26
512                    28.65
1024                   29.69
2048                   30.96
4096                   34.65
8192                   36.84
16384                  42.29
32768                  69.33
65536                 143.18
131072                228.88
262144                493.56
524288                991.84
1048576              1486.35
