# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     190.92
2                     192.23
4                     193.42
8                     193.13
16                    195.83
32                    198.26
64                    204.49
128                   218.02
256                   219.37
512                   269.37
1024                  313.60
2048                  403.75
4096                  571.09
8192                  879.28
16384                2404.96
32768               16320.45
65536               22669.51
131072              31005.35
262144              53327.98
524288             142932.07
1048576            301812.93
