# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                      34.72
2                      30.80
4                      30.80
8                      30.88
16                     30.83
32                     30.89
64                     30.99
128                    30.94
256                    31.06
512                    31.22
1024                   31.61
2048                   32.46
4096                   34.13
8192                   34.98
16384                  38.50
32768                  45.50
65536                  44.63
131072                 51.62
262144                 69.35
524288                103.29
1048576               171.67
