# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      31.61
2                      31.60
4                     669.39
8                     668.73
16                    682.27
32                    727.03
64                    727.75
128                   740.78
256                   733.97
512                    32.27
1024                   32.81
2048                   33.71
4096                   36.06
8192                 9538.13
16384                 276.59
32768                 288.85
65536                 295.45
131072                296.36
262144                415.51
524288                814.14
1048576              1670.03
