# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      71.07
2                      70.91
4                      71.66
8                      84.15
16                     84.72
32                     88.46
64                     90.54
128                    89.52
256                    97.93
512                   109.05
1024                   91.29
2048                  103.13
4096                  111.53
8192                  131.34
16384                 194.98
32768                 277.08
65536                 494.76
131072                949.80
262144               2938.76
524288               5106.75
1048576              9343.92
