# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      43.69
8                      43.89
16                     44.11
32                     45.73
64                     44.89
128                    76.45
256                    79.90
512                    93.54
1024                  125.41
2048                  103.72
4096                  100.03
8192                  106.96
16384                 118.47
32768                 163.52
65536                 208.05
131072                316.47
262144                552.44
524288                997.38
1048576              1885.51
