# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      94.38
2                      92.91
4                      92.91
8                      97.15
16                     93.10
32                     93.07
64                     93.90
128                    97.09
256                    95.63
512                    95.73
1024                   97.91
2048                  106.54
4096                  119.01
8192                  131.56
16384                 155.11
32768                 196.94
65536                 278.68
131072                459.00
262144                809.05
524288               1039.21
1048576             25772.20
