# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     196.29
8                      98.31
16                     97.87
32                     98.66
64                     97.01
128                   145.85
256                   146.35
512                   148.22
1024                  151.42
2048                  235.10
4096                  177.41
8192                 4285.57
16384                4912.94
32768                7445.29
65536                8766.62
131072              14238.41
262144              27154.59
524288              14937.73
1048576             20623.62
