# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      11.33
8                      11.27
16                     11.28
32                     11.53
64                     11.63
128                    11.98
256                    14.79
512                    14.98
1024                   15.36
2048                   16.07
4096                   17.11
8192                   30.89
16384                  33.24
32768                  37.29
65536                  52.53
131072                 84.58
262144                152.96
524288                433.96
1048576               584.59
