# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      41.23
2                      42.75
4                      45.33
8                      48.47
16                     61.41
32                     65.81
64                     61.42
128                   122.87
256                   132.42
512                   156.25
1024                  203.32
2048                  381.21
4096                  545.46
8192                 1185.95
16384                1780.63
32768                2898.22
65536                5193.98
131072               9933.94
262144              19655.32
524288              38860.58
1048576             82468.19
