# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    1217.37
2                    1218.59
4                    1217.15
8                    1217.27
16                   1216.27
32                   1216.64
64                   1220.44
128                  1230.32
256                  1238.04
512                   824.63
1024                  829.53
2048                  843.91
4096                  869.86
8192                  917.15
16384                 998.54
32768                1166.01
65536                1503.82
131072               2096.29
262144              14137.71
524288              30286.89
1048576             59993.79
