# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    1487.44
2                    1364.34
4                    1371.57
8                    1380.29
16                   1384.85
32                   1378.59
64                   1386.11
128                  1400.23
256                  1400.38
512                   107.58
1024                  108.72
2048                  111.21
4096                  129.51
8192                16497.05
16384                 530.30
32768                 544.08
65536                 558.51
131072                594.98
262144                818.76
524288               1565.78
1048576              3191.30
