# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.62
2                       4.51
4                       4.59
8                       4.60
16                      4.82
32                      4.97
64                      5.41
128                     5.73
256                     5.78
512                     6.21
1024                    7.29
2048                    8.96
4096                   11.19
8192                   15.80
16384                  26.71
32768                  49.12
65536                 116.97
131072                218.21
262144                430.10
524288                826.76
1048576              1607.14
