# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      81.72
2                      81.78
4                      82.11
8                      82.86
16                     85.95
32                     87.24
64                    473.53
128                   203.91
256                   176.77
512                 10942.49
1024                  429.76
2048                  463.34
4096                  588.29
8192                 1276.02
16384                1628.85
32768                2771.17
65536                5078.67
131072               9766.64
262144              18754.55
524288              36850.41
1048576             73177.39
