# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       8.42
2                       8.42
4                       8.52
8                       8.45
16                      8.47
32                      8.56
64                      8.64
128                     8.75
256                    11.30
512                    11.53
1024                   11.94
2048                   13.48
4096                   17.05
8192                   11.98
16384                  15.59
32768                  18.98
65536                  31.90
131072                 51.38
262144                 83.11
524288                132.77
1048576               251.38
