# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      47.99
8                      47.99
16                     48.00
32                     48.92
64                     49.65
128                    56.14
256                    81.33
512                    83.30
1024                   88.28
2048                  140.11
4096                  102.89
8192                  113.14
16384                 126.40
32768                 171.31
65536                 224.87
131072                355.23
262144                627.55
524288               1164.58
1048576              2265.94
