# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                     899.82
2                     890.08
4                     896.40
8                     903.89
16                    894.22
32                    894.06
64                    897.78
128                   902.90
256                  1026.70
512                  1290.53
1024                  903.30
2048                  953.62
4096                  966.24
8192                 3714.71
16384                2567.90
32768                2628.78
65536                4954.63
131072               5101.08
262144               9923.73
524288              19037.41
1048576             43647.53
