# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.96
2                      10.98
4                      10.97
8                      11.00
16                     10.59
32                     10.93
64                     10.74
128                    10.89
256                    11.56
512                    17.58
1024                   12.06
2048                   12.52
4096                   13.43
8192                   16.70
16384                  26.34
32768                  40.22
65536                  66.85
131072                118.79
262144                227.17
524288                441.11
1048576               886.68
