# OSU RCCL-ROCM Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                     217.98
8                     217.89
16                    201.13
32                    201.20
64                     92.42
128                    94.39
256                    97.83
512                   104.07
1024                  112.84
2048                  128.96
4096                  136.24
8192                  228.20
16384                 252.59
32768                 252.66
65536                 263.04
131072                381.89
262144                394.73
524288                469.81
1048576               582.57
