# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      61.43
8                      62.21
16                     62.05
32                     63.34
64                     61.65
128                    98.47
256                    98.35
512                   100.14
1024                  103.61
2048                  107.93
4096                  114.03
8192                  268.65
16384                 709.27
32768                 798.98
65536                1307.63
131072               5624.24
262144               9836.20
524288               7324.94
1048576              8921.86
