# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      20.00
2                      19.78
4                      26.20
8                      26.50
16                     28.39
32                     28.63
64                     29.15
128                    29.65
256                    33.34
512                    24.02
1024                   26.23
2048                   25.95
4096                   30.05
8192                   29.03
16384                  39.61
32768                  60.10
65536                 101.21
131072                182.12
262144                349.99
524288                679.80
1048576              1280.11
