# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    2490.42
2                    2599.00
4                    2605.71
8                    2641.05
16                   2664.87
32                   2676.09
64                   2686.12
128                  2699.44
256                 13332.35
512                  4935.86
1024                   87.31
2048                   96.27
4096                  103.90
8192                 1046.84
16384                1058.41
32768                1115.02
65536                1116.07
131072               1119.70
262144               4303.58
524288               5783.80
1048576              9019.62
