# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      26.64
2                      26.94
4                      29.20
8                      31.67
16                     34.65
32                     37.40
64                     45.15
128                    43.82
256                    47.20
512                    67.05
1024                   89.94
2048                  124.53
4096                  188.02
8192                  297.75
16384                 521.05
32768                 990.59
65536                1906.79
131072               3906.54
262144               8783.82
524288              20936.79
1048576             43493.96
