# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      26.58
8                      27.14
16                     35.05
32                     35.67
64                     35.15
128                    38.88
256                    41.29
512                    42.10
1024                   46.18
2048                   47.71
4096                   51.94
8192                   54.46
16384                  59.80
32768                  82.69
65536                 171.62
131072                286.48
262144                381.84
524288               1051.53
1048576              1236.61
