# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    2396.51
2                    2504.24
4                    2615.40
8                    2651.37
16                   2656.35
32                   2670.05
64                   2672.89
128                  2713.71
256                 12792.79
512                  4828.04
1024                   87.06
2048                   96.16
4096                  103.61
8192                 1059.56
16384                1068.29
32768                1127.55
65536                1125.34
131072               1131.03
262144               4253.06
524288               5717.26
1048576              8922.78
