# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      33.58
8                      34.19
16                     34.01
32                     50.19
64                     49.51
128                    53.36
256                    56.97
512                    59.57
1024                   61.64
2048                   65.25
4096                   68.97
8192                   72.70
16384                  79.73
32768                 109.97
65536                 277.92
131072                337.18
262144                615.14
524288               1407.46
1048576              1473.84
