# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     182.09
8                     185.69
16                    217.71
32                    218.21
64                    214.70
128                   217.45
256                   218.77
512                   220.92
1024                  223.52
2048                  227.60
4096                  254.81
8192                  249.72
16384                 273.62
32768                 330.68
65536                 434.98
131072                798.82
262144               1692.22
524288               3488.93
1048576              7098.64
