# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      32.96
2                      34.43
4                      36.55
8                      39.86
16                     43.78
32                     53.16
64                     54.32
128                   118.52
256                   133.05
512                   165.94
1024                  242.20
2048                  390.41
4096                  510.07
8192                 1094.60
16384                1500.49
32768                2306.04
65536                4074.41
131072               8760.31
262144              19908.77
524288              40216.74
1048576             85372.14
