# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                      59.67
2                      59.37
4                      59.35
8                      59.58
16                     59.46
32                     59.47
64                     59.90
128                    60.78
256                    61.04
512                    62.21
1024                   64.94
2048                   72.07
4096                  218.56
8192                  225.33
16384                 241.87
32768               23055.92
65536                 857.59
131072                857.73
262144               1549.74
524288               1432.91
1048576               820.30
