# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      18.00
2                      17.98
4                      17.15
8                      17.47
16                     19.29
32                     20.87
64                     21.66
128                    22.35
256                    24.31
512                    25.61
1024                   27.05
2048                   31.11
4096                   42.57
8192                   64.39
16384                 111.79
32768                 200.24
65536                 385.14
131072                854.13
262144               1502.50
524288               3031.72
1048576              6057.52
