# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      22.01
2                      22.11
4                      22.11
8                      23.20
16                     21.87
32                     21.97
64                     22.03
128                    22.07
256                    22.53
512                    28.98
1024                   23.17
2048                   23.70
4096                   25.13
8192                 7353.15
16384                7126.46
32768                4506.84
65536                 146.35
131072                152.26
262144                207.02
524288                366.60
1048576               682.75
